name,team,DASP
"Adam Liberatore","Los Angeles Dodgers",0.05952545454545452
"Pat Light","Minnesota Twins",-0.0157391780821918
"Tim Lincecum","Los Angeles Angels of Anaheim",-0.04752000000000001
"Francisco Liriano","Pittsburgh Pirates",0.014277323135755249
"Francisco Liriano","Toronto Blue Jays",0.04247999999999999
"Kyle Lobstein","Pittsburgh Pirates",-0.07115636363636366
"Jeff Locke","Pittsburgh Pirates",-0.07808737588652484
"Adam Loewen","Arizona Diamondbacks",-0.11074580645161292
"Boone Logan","Colorado Rockies",0.09729283422459892
"Javier Lopez","San Francisco Giants",-0.0804013559322034
"Reynaldo Lopez","Washington Nationals",0.0014352238805969975
"Michael Lorenzen","Cincinnati Reds",0.030103762376237603
"Aaron Loup","Toronto Blue Jays",0.03441548387096774
"Mark Lowe","Detroit Tigers",0.01122999999999999
"Cory Luebke","Pittsburgh Pirates",-0.03770867924528304
"Seth Lugo","New York Mets",-0.03444307692307694
"Jordan Lyles","Colorado Rockies",-0.0903038827838828
"Tyler Lyons","St. Louis Cardinals",0.038469304812834226
"Ryan Madson","Oakland Athletics",-0.026038518518518516
"Kenta Maeda","Los Angeles Dodgers",0.04247999999999999
"Matt Magill","Cincinnati Reds",-0.15752
"Greg Mahle","Los Angeles Angels of Anaheim",-0.044729302325581394
"Sean Manaea","Oakland Athletics",0.0012342087542087377
"Seth Maness","St. Louis Cardinals",-0.08811701492537315
"Jeff Manship","Cleveland Indians",-0.017043809523809544
"Joe Mantiply","Detroit Tigers",-0.08252000000000001
"Jhan Marinez","Milwaukee Brewers",-0.02392625000000001
"Michael Mariot","Philadelphia Phillies",0.03458526315789473
"Justin Marks","Tampa Bay Rays",-0.06466285714285716
"Matt Marksberry","Atlanta Braves",-0.0898729411764706
"German Marquez","Colorado Rockies",-0.05445877551020409
"Evan Marshall","Arizona Diamondbacks",-0.09359594936708862
"Carlos Martinez","St. Louis Cardinals",0.007560346106304072
"Cody Martin","Seattle Mariners",-0.06733308411214955
"Nick Martinez","Texas Rangers",-0.11813452513966481
"Rafael Martin","Washington Nationals",0.20914666666666668
"Brian Matusz","Baltimore Orioles",-0.17894857142857143
"Steven Matz","New York Mets",0.028311809872029248
"Brandon Maurer","San Diego Padres",0.03247999999999998
"Mike Mayers","St. Louis Cardinals",-0.15037714285714288
"Trevor May","Minnesota Twins",0.11333561497326203
"Zach McAllister","Cleveland Indians",0.024239656652360497
"Brandon McCarthy","Los Angeles Dodgers",0.04978994152046781
"Kevin McCarthy","Kansas City Royals",-0.036788292682926826
"Lance McCullers","Houston Astros",0.09361636363636364
"T. J. McFarland","Baltimore Orioles",-0.14502
"Jake McGee","Colorado Rockies",-0.022154146341463427
"Dustin McGowan","Miami Marlins",0.01828645161290321
"Collin McHugh","Houston Astros",0.014841809045226112
"Kris Medlen","Kansas City Royals",-0.05625949579831935
"Mark Melancon","Pittsburgh Pirates",0.025608834355828197
"Mark Melancon","Washington Nationals",0.044816448598130804
"Daniel Mengden","Oakland Athletics",0.006335421686746973
"Ryan Merritt","Cleveland Indians",-0.04535783783783784
"Alex Meyer","Los Angeles Angels of Anaheim",0.04779914893617018
"Wade Miley","Seattle Mariners",-0.032679914712153535
"Wade Miley","Baltimore Orioles",0.019752727272727255
"Andrew Miller","New York Yankees",0.24015441860465117
"Andrew Miller","Cleveland Indians",0.23908194174757283
"Justin Miller","Colorado Rockies",0.024438762886597937
"Shelby Miller","Arizona Diamondbacks",-0.05534608695652174
"Tommy Milone","Minnesota Twins",-0.04996372990353698
"Juan Minaya","Chicago White Sox",-0.07986042553191491
"Ariel Miranda","Seattle Mariners",-0.026524524886877843
"Bryan Mitchell","New York Yankees",-0.104716261682243
"Dustin Molleken","Detroit Tigers",-0.017043809523809544
"Rafael Montero","New York Mets",0.007533763440860208
"Mike Montgomery","Seattle Mariners",0.008479999999999988
"Mike Montgomery","Chicago Cubs",0.024187317073170733
"Matt Moore","Tampa Bay Rays",-0.008977194899817853
"Matt Moore","San Francisco Giants",0.031234325259515555
"Franklin Morales","Toronto Blue Jays",-0.08252000000000001
"Adam Morgan","Philadelphia Phillies",-0.020143274161735697
"Mike Morin","Los Angeles Angels of Anaheim",0.008339030837004408
"A. J. Morris","Cincinnati Reds",-0.01603063829787235
"Bryan Morris","Miami Marlins",-0.031844324324324325
"Brandon Morrow","San Diego Padres",-0.0898729411764706
"Charlie Morton","Philadelphia Phillies",0.06008563380281687
"Jon Moscot","Cincinnati Reds",-0.11228190476190478
"Jason Motte","Colorado Rockies",0.012663486238532112
"Peter Moylan","Kansas City Royals",-0.029509528795811535
"Colton Murray","Philadelphia Phillies",0.010789859154929554
"Joe Musgrove","Houston Astros",0.00732374999999999
"Chris Narveson","Miami Marlins",-0.049625263157894756
"Joe Nathan","San Francisco Giants",0.07025777777777778
"Zach Neal","Oakland Athletics",-0.11143459074733097
"Jimmy Nelson","Milwaukee Brewers",-0.03403796778190832
"Hector Neris","Philadelphia Phillies",0.10345560975609755
"Pat Neshek","Houston Astros",0.024912432432432435
"Juan Nicasio","Pittsburgh Pirates",0.06148584795321635
"Justin Nicolino","Miami Marlins",-0.10058358381502891
"Jonathon Niese","Pittsburgh Pirates",-0.052733849287169066
"Jonathon Niese","New York Mets",0.010661818181818161
"Aaron Nola","Philadelphia Phillies",0.0429975983436853
"Ricky Nolasco","Minnesota Twins",-0.03104941176470588
"Ricky Nolasco","Los Angeles Angels of Anaheim",-0.03165793103448278
"Bud Norris","Atlanta Braves",-0.008184451827242534
"Bud Norris","Los Angeles Dodgers",0.00897484536082474
"Daniel Norris","Detroit Tigers",0.027579337748344368
"Ivan Nova","New York Yankees",-0.02937273159144893
"Ivan Nova","Pittsburgh Pirates",-0.009801368821292789
"Vidal Nuno","Seattle Mariners",-0.0010422672064777372
"Scott Oberg","Colorado Rockies",-0.030528849557522136
"Brett Oberholtzer","Philadelphia Phillies",-0.039378407079646016
"Brett Oberholtzer","Los Angeles Angels of Anaheim",-0.039098947368421066
"Darren O'Day","Baltimore Orioles",0.08255633587786257
"Jake Odorizzi","Tampa Bay Rays",0.0072277360931435886
"Eric O'Flaherty","Atlanta Braves",-0.04575529411764706
"Alexi Ogando","Atlanta Braves",-0.011574054054054067
"Nefi Ogando","Miami Marlins",-0.08444307692307693
"Ross Ohlendorf","Cincinnati Reds",0.026962758620689642
"Seung-hwan Oh","St. Louis Cardinals",0.121553482428115
"Steven Okert","San Francisco Giants",0.03385931034482759
"Logan Ondrusek","Baltimore Orioles",-0.06958896551724139
"Ryan O'Rourke","Minnesota Twins",0.030103762376237603
"Josh Osich","San Francisco Giants",-0.05127000000000001
"Sean O'Sullivan","Boston Red Sox",-0.0748669387755102
"Roberto Osuna","Toronto Blue Jays",0.0772022222222222
"Dan Otero","Cleveland Indians",0.004375910780669123
"Adam Ottavino","Colorado Rockies",0.11958280373831773
"Dillon Overton","Oakland Athletics",-0.07470750000000001
"Henry Owens","Boston Red Sox",-0.0036365048543689493
"Jonathan Papelbon","Washington Nationals",-0.003572631578947383
"Blake Parker","New York Yankees",-0.004817297297297296
"Bobby Parnell","Detroit Tigers",-0.05937185185185187
"Spencer Patton","Chicago Cubs",0.010301782178217811
"James Paxton","Seattle Mariners",0.02144281800391387
"James Pazos","New York Yankees",-0.03104941176470588
"Brad Peacock","Houston Astros",0.012952440944881877
"Jake Peavy","San Francisco Giants",-0.01136615384615386
"Mike Pelfrey","Detroit Tigers",-0.10400798521256932
"Felix Pena","Chicago Cubs",0.16390857142857143
"Joel Peralta","Seattle Mariners",0.07248000000000002
"Joel Peralta","Chicago Cubs",0.05563789473684208
"Wandy Peralta","Cincinnati Reds",-0.07931487179487182
"Wily Peralta","Milwaukee Brewers",-0.03964996389891698
"Luis Perdomo","San Diego Padres",-0.048909728096676736
"Martin Perez","Texas Rangers",-0.08705216374269006
"Oliver Perez","Washington Nationals",0.04522725274725273
"Williams Perez","Atlanta Braves",-0.09164017167381976
"Yusmeiro Petit","Washington Nationals",-0.022614339622641533
"Jake Petricka","Chicago White Sox",-0.028032820512820522
"David Phelps","Miami Marlins",0.11634363636363634
"Zach Phillips","Pittsburgh Pirates",0.006765714285714264
"Michael Pineda","New York Yankees",0.06628952380952383
"Drew Pomeranz","San Diego Padres",0.07228535279805351
"Drew Pomeranz","Boston Red Sox",0.03563068493150684
"Rick Porcello","Boston Red Sox",0.004839550561797745
"Brooks Pounders","Kansas City Royals",0.016617931034482752
"Ryan Pressly","Minnesota Twins",-0.0032517073170731936
"David Price","Boston Red Sox",0.03222763406940063
"Matt Purke","Chicago White Sox",-0.028948571428571435
"Zach Putnam","Chicago White Sox",0.05563789473684208
"Kevin Quackenbush","San Diego Padres",-0.041512094861660076
"Chad Qualls","Colorado Rockies",-0.06278315789473685
"Jose Quintana","Chicago White Sox",0.008728506571087202
"Erasmo Ramirez","Tampa Bay Rays",-0.04085333333333335
"J. C. Ramirez","Cincinnati Reds",-0.006081151079136704
"J. C. Ramirez","Los Angeles Angels of Anaheim",-0.04935673469387755
"Jose Ramirez","Atlanta Braves",0.023249230769230772
"Neil Ramirez","Chicago Cubs",0.07819428571428569
"Neil Ramirez","Minnesota Twins",-0.03828923076923077
"Noe Ramirez","Boston Red Sox",0.03838163934426228
"A. J. Ramos","Miami Marlins",0.055069928057553924
"Cesar Ramos","Texas Rangers",-0.08016150943396227
"Edubray Ramos","Philadelphia Phillies",0.04247999999999999
"Anthony Ranaudo","Chicago White Sox",-0.08444307692307693
"Cory Rasmus","Los Angeles Angels of Anaheim",-0.05839719298245616
"Josh Ravin","Los Angeles Dodgers",0.16390857142857143
"Robbie Ray","Arizona Diamondbacks",0.07340783505154638
"Colin Rea","San Diego Padres",-0.03596243792325057
"Addison Reed","New York Mets",0.0918221052631579
"Cody Reed","Cincinnati Reds",-0.020563478260869572
"Alex Reyes","St. Louis Cardinals",0.06761227513227511
"Matt Reynolds","San Francisco Giants",-0.10752
"Clayton Richard","Chicago Cubs",-0.11029777777777779
"Clayton Richard","San Diego Padres",-0.0622208547008547
"Garrett Richards","Los Angeles Angels of Anaheim",0.022209729729729732
"Felipe Rivero","Washington Nationals",0.053563743842364536
"Felipe Rivero","Pittsburgh Pirates",0.10699612903225805
"Donn Roach","Seattle Mariners",-0.13609142857142859
"Tanner Roark","Washington Nationals",-0.006350409356725151
"David Robertson","Chicago White Sox",0.07337887640449439
"Hansel Robles","New York Mets",0.049277583081571014
"Brady Rodgers","Houston Astros",-0.14502
"Fernando Rodney","San Diego Padres",0.09523229357798166
"Fernando Rodney","Miami Marlins",0.028112183908045957
"Carlos Rodon","Chicago White Sox",0.027445034965034948
"Eduardo Rodriguez","Boston Red Sox",0.01082061135371179
"Fernando Rodriguez","Oakland Athletics",0.01947386503067483
"Francisco Rodriguez","Detroit Tigers",0.013756595744680827
"Joely Rodriguez","Philadelphia Phillies",-0.028032820512820522
"Chaz Roe","Baltimore Orioles",0.04247999999999999
"Chaz Roe","Atlanta Braves",0.11748
"Taylor Rogers","Minnesota Twins",0.03490424242424242
"David Rollins","Seattle Mariners",-0.07986042553191491
"Enny Romero","Tampa Bay Rays",0.037578039215686254
"Sergio Romo","San Francisco Giants",0.07453128205128204
"Bruce Rondon","Detroit Tigers",0.10497999999999999
"Hector Rondon","Chicago Cubs",0.08247999999999997
"Trevor Rosenthal","St. Louis Cardinals",0.07674395939086295
"Joe Ross","Washington Nationals",0.0005336912751677803
"Robbie Ross","Boston Red Sox",0.02777411764705881
"Ben Rowen","Milwaukee Brewers",-0.10225684210526317
"Chris Rusin","Colorado Rockies",-0.010377142857142863
"James Russell","Philadelphia Phillies",-0.05937185185185187
"Kyle Ryan","Detroit Tigers",-0.05265274336283188
"Marc Rzepczynski","Oakland Athletics",0.011414911242603548
"Marc Rzepczynski","Washington Nationals",-0.011867826086956523
"CC Sabathia","New York Yankees",-0.009603333333333353
"Fernando Salas","Los Angeles Angels of Anaheim",-0.012714805194805195
"Fernando Salas","New York Mets",0.0989316129032258
"Danny Salazar","Cleveland Indians",0.0681649315068493
"Chris Sale","Chicago White Sox",0.049370848952590946
"Jeff Samardzija","San Francisco Giants",-0.0060724728588661125
"Keyvius Sampson","Cincinnati Reds",0.015884255319148916
"Aaron Sanchez","Toronto Blue Jays",-0.0037225316455696267
"Anibal Sanchez","Detroit Tigers",-0.005424191616766466
"Ervin Santana","Minnesota Twins",-0.008322139037433174
"Hector Santiago","Los Angeles Angels of Anaheim",0.000246990291262128
"Hector Santiago","Minnesota Twins",-0.07048296296296297
"Warwick Saupold","Detroit Tigers",-0.003438367346938781
"Rob Scahill","Pittsburgh Pirates",-0.02442140845070423
"Rob Scahill","Milwaukee Brewers",-0.023309473684210547
"Tanner Scheppers","Texas Rangers",-0.06466285714285716
"Max Scherzer","Washington Nationals",0.1073358758314856
"A. J. Schugel","Pittsburgh Pirates",0.017970196078431366
"Bo Schultz","Toronto Blue Jays",-0.06046117647058824
"Patrick Schuster","Oakland Athletics",-0.03609142857142858
"Patrick Schuster","Philadelphia Phillies",-0.10225684210526317
"Robby Scott","Boston Red Sox",-0.007519999999999999
"Evan Scribner","Seattle Mariners",0.09860244897959183
"Luis Severino","New York Yankees",0.004018461538461526
"Bryan Shaw","Cleveland Indians",0.043389090909090905
"James Shields","San Diego Padres",-0.006815774647887324
"James Shields","Chicago White Sox",-0.06253858736059481
"Braden Shipley","Arizona Diamondbacks",-0.06699712418300655
"Matt Shoemaker","Los Angeles Angels of Anaheim",0.006551856287425134
"Chasen Shreve","New York Yankees",0.024874366197183084
"Kevin Siegrist","St. Louis Cardinals",0.05860903225806449
"Shae Simmons","Atlanta Braves",-0.08752000000000001
"Alfredo Simon","Cincinnati Reds",-0.0766475167785235
"Tony Sipp","Houston Astros",-0.002391794871794889
"Tyler Skaggs","Los Angeles Angels of Anaheim",0.020790502283105
"Blake Smith","Chicago White Sox",-0.1599009523809524
"Chris Smith","Oakland Athletics",0.08247999999999997
"Jake Smith","San Diego Padres",-0.03104941176470588
"Joe Smith","Los Angeles Angels of Anaheim",-0.05127000000000001
"Joe Smith","Chicago Cubs",0.05563789473684208
"Josh Smith","Cincinnati Reds",-0.022904615384615384
"Will Smith","Milwaukee Brewers",0.03161043478260869
"Will Smith","San Francisco Giants",0.13914666666666667
"Josh Smoker","New York Mets",0.17709538461538463
"Drew Smyly","Tampa Bay Rays",0.018767262872628726
"Blake Snell","Tampa Bay Rays",0.036869027431421425
"Miguel Socolovich","St. Louis Cardinals",0.04247999999999999
"Sammy Solis","Washington Nationals",0.06573581395348835
"Joakim Soria","Kansas City Royals",0.024561911262798636
"Robert Stephenson","Cincinnati Reds",-0.02516705882352943
"Brock Stewart","Los Angeles Dodgers",-0.009107301587301608
"Drew Storen","Toronto Blue Jays",-0.002391794871794889
"Drew Storen","Seattle Mariners",0.0147022222222222
"Matt Strahm","Kansas City Royals",0.13338909090909087
"Dan Straily","Cincinnati Reds",-0.002974545454545452
"Stephen Strasburg","Washington Nationals",0.09850006688963212
"Chris Stratton","San Francisco Giants",-0.06798511627906978
"Huston Street","Los Angeles Angels of Anaheim",-0.07418666666666668
"Hunter Strickland","San Francisco Giants",0.020479999999999998
"Ross Stripling","Los Angeles Dodgers",-0.03090902147971361
"Marcus Stroman","Toronto Blue Jays",-0.013367953216374268
"Pedro Strop","Chicago Cubs",0.11333561497326203
"Daniel Stumpf","Philadelphia Phillies",-0.12752000000000002
"Tyler Sturdevant","Tampa Bay Rays",-0.020853333333333335
"Albert Suarez","San Francisco Giants",-0.05540732394366199
"Eric Surkamp","Oakland Athletics",-0.09584487309644671
"Brent Suter","Milwaukee Brewers",-0.04268483516483518
"Anthony Swarzak","New York Yankees",0.04247999999999999
"Noah Syndergaard","New York Mets",0.08549075268817205
"Jameson Taillon","Pittsburgh Pirates",-0.004170717703349286
"Masahiro Tanaka","New York Yankees",-0.0025510559006211297
"Junichi Tazawa","Boston Red Sox",0.05209538461538463
"Julio Teheran","Atlanta Braves",0.012796622691292864
"Ryan Tepera","Toronto Blue Jays",0.004244705882352928
"Jake Thompson","Philadelphia Phillies",-0.07249890295358652
"Matt Thornton","San Diego Padres",-0.09063688311688313
"Tyler Thornburg","Milwaukee Brewers",0.13468532319391632
"Chris Tillman","Baltimore Orioles",-0.011715804195804203
"Shawn Tolleson","Texas Rangers",-0.034900952380952394
"Ashur Tolliver","Baltimore Orioles",0.019752727272727255
"Josh Tomlin","Cleveland Indians",-0.04476137931034485
"Michael Tonkin","Minnesota Twins",0.046448253968253944
"Carlos Torres","Milwaukee Brewers",0.022568495575221226
"Jose Torres","San Diego Padres",0.006765714285714264
"Blake Treinen","Washington Nationals",0.03202372623574143
"Andrew Triggs","Oakland Athletics",0.023572436974789918
"Nick Tropeano","Los Angeles Angels of Anaheim",0.022209729729729732
"Sam Tuivailala","St. Louis Cardinals",-0.05858382978723406
"Jacob Turner","Chicago White Sox",-0.059979016393442636
"Koji Uehara","Boston Red Sox",0.1348713043478261
"Jose Urena","Miami Marlins",-0.0520240214477212
"Julio Urias","Los Angeles Dodgers",0.04247999999999999
"Jose Valdez","Los Angeles Angels of Anaheim",0.012479999999999991
"Cesar Vargas","San Diego Padres",-0.025701818181818187
"Vince Velasquez","Philadelphia Phillies",0.06834206896551723
"Pat Venditte","Toronto Blue Jays",-0.04842909090909092
"Pat Venditte","Seattle Mariners",-0.0006234482758620818
"Yordano Ventura","Kansas City Royals",-0.03104941176470588
"Drew VerHagen","Detroit Tigers",-0.0964088888888889
"Justin Verlander","Detroit Tigers",0.0737646068660022
"Logan Verrett","New York Mets",-0.04495842364532021
"Carlos Villanueva","San Diego Padres",-0.01748884735202494
"Nick Vincent","Seattle Mariners",0.05563789473684208
"Arodys Vizcaino","Atlanta Braves",0.06720527472527474
"Ryan Vogelsong","Pittsburgh Pirates",-0.04085333333333335
"Edinson Volquez","Kansas City Royals",-0.044565720984759694
"Michael Wacha","St. Louis Cardinals",-0.01940118811881189
"Adam Wainwright","St. Louis Cardinals",-0.01743735537190083
"Taijuan Walker","Seattle Mariners",0.00015888307155320636
"Chien-Ming Wang","Kansas City Royals",-0.07764987012987015
"Adam Warren","Chicago Cubs",-0.029888421052631592
"Adam Warren","New York Yankees",-0.007519999999999999
"Tony Watson","Pittsburgh Pirates",0.005715294117647041
"Jered Weaver","Los Angeles Angels of Anaheim",-0.07323056062581487
"Luke Weaver","St. Louis Cardinals",0.06194107784431138
"Ryan Webb","Tampa Bay Rays",-0.06278315789473685
"Ryan Weber","Atlanta Braves",-0.06102318471337581
"J. B. Wendelken","Oakland Athletics",-0.02002000000000001
"Robert Whalen","Atlanta Braves",0.019752727272727255
"Chase Whitley","Tampa Bay Rays",0.03838163934426228
"Tom Wilhelmsen","Texas Rangers",-0.10660256880733945
"Tom Wilhelmsen","Seattle Mariners",-0.03752
"Jerome Williams","St. Louis Cardinals",-0.10875456790123458
"Trevor Williams","Pittsburgh Pirates",-0.027192131147540988
"Alex Wilson","Detroit Tigers",-0.04253683501683503
"Justin Wilson","Detroit Tigers",0.0514441434262948
"Tyler Wilson","Baltimore Orioles",-0.07466975845410628
"Alex Wimmers","Minnesota Twins",-0.013075555555555562
"Matt Wisler","Atlanta Braves",-0.03613400894187779
"Chris Withrow","Atlanta Braves",-0.030304810126582288
"Nick Wittgren","Miami Marlins",-0.010336901408450727
"Alex Wood","Los Angeles Dodgers",0.05130352941176472
"Blake Wood","Cincinnati Reds",0.03793454545454544
"Travis Wood","Chicago Cubs",-0.0210120634920635
"Vance Worley","Baltimore Orioles",-0.05409534246575343
"Daniel Wright","Cincinnati Reds",-0.11377000000000001
"Daniel Wright","Los Angeles Angels of Anaheim",-0.07708521739130436
"Mike Wright","Baltimore Orioles",-0.05508097560975611
"Steven Wright","Boston Red Sox",-0.013922439024390248
"Kirby Yates","New York Yankees",0.06421913043478258
"Gabriel Ynoa","New York Mets",-0.014338181818181833
"Michael Ynoa","Chicago White Sox",0.0147022222222222
"Chris Young","Kansas City Royals",0.024007093596059098
"Madison Younginer","Atlanta Braves",-0.0994118918918919
"Rob Zastryzny","Chicago Cubs",0.05005575757575756
"Brad Ziegler","Arizona Diamondbacks",-0.043883636363636375
"Brad Ziegler","Boston Red Sox",0.04247999999999999
"Jordan Zimmermann","Detroit Tigers",-0.06085333333333334
"Tony Zych","Seattle Mariners",0.14247999999999997
